Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,833123,-,-,-,42.53,-90.7,-6,236,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2013,1,1,18,30,0,0,0,1.8,-19,109.39,990,-22
2013,1,1,19,30,0,0,0,1.8,-19,120.29,990,-22
2013,1,1,20,30,0,0,0,1.8,-19,131.32,990,-22
2013,1,1,21,30,0,0,0,1.7000000000000002,-19,142.1,990,-22
2013,1,1,22,30,0,0,0,1.7000000000000002,-19,151.91,990,-22
2013,1,1,23,30,0,0,0,1.7000000000000002,-19,158.92000000000002,990,-21
2013,1,2,0,30,0,0,0,1.8,-19,159.78,990,-21
2013,1,2,1,30,0,0,0,1.8,-19,153.84,990,-21
2013,1,2,2,30,0,0,0,1.9000000000000001,-19,144.45000000000002,990,-21
2013,1,2,3,30,0,0,0,1.9000000000000001,-19,133.8,990,-21
2013,1,2,4,30,0,0,0,1.9000000000000001,-19,122.78,990,-21
2013,1,2,5,30,0,0,0,1.9000000000000001,-19,111.82000000000001,990,-21
2013,1,2,6,30,0,0,0,2,-18,101.21000000000001,990,-21
2013,1,2,7,30,0,0,0,2.2,-17,91.26,990,-20
2013,1,2,8,30,111,41,522,3,-14,82.29,990,-18
2013,1,2,9,30,256,65,723,3.9000000000000004,-11,74.73,990,-15
2013,1,2,10,30,369,79,814,4.2,-8,69.11,980,-12
2013,1,2,11,30,433,86,850,4.4,-6,65.93,980,-10
2013,1,2,12,30,439,89,845,4.4,-5,65.59,980,-8
2013,1,2,13,30,386,86,805,4.2,-4,68.11,980,-6
2013,1,2,14,30,282,75,715,3.6,-4,73.2,980,-6
2013,1,2,15,30,65,61,19,2.4000000000000004,-4,80.34,980,-5
2013,1,2,16,30,0,0,0,1.7000000000000002,-5,89.01,980,-6
2013,1,2,17,30,0,0,0,1.6,-6,98.77,980,-7
2013,1,2,18,30,0,0,0,1.6,-7,109.25,980,-8
2013,1,2,19,30,0,0,0,1.6,-7,120.14,980,-9
2013,1,2,20,30,0,0,0,1.7000000000000002,-8,131.18,980,-9
2013,1,2,21,30,0,0,0,1.9000000000000001,-8,141.96,980,-9
2013,1,2,22,30,0,0,0,2,-8,151.77,980,-9
2013,1,2,23,30,0,0,0,2.2,-8,158.8,980,-9
2013,1,3,0,30,0,0,0,2.4000000000000004,-8,159.71,980,-10
2013,1,3,1,30,0,0,0,2.7,-8,153.83,990,-10
2013,1,3,2,30,0,0,0,2.9000000000000004,-8,144.46,990,-9
2013,1,3,3,30,0,0,0,2.9000000000000004,-8,133.82,990,-9
2013,1,3,4,30,0,0,0,3,-8,122.8,990,-10
2013,1,3,5,30,0,0,0,3.1,-9,111.84,990,-10
2013,1,3,6,30,0,0,0,3.2,-9,101.23,990,-11
2013,1,3,7,30,0,0,0,3.4000000000000004,-9,91.26,990,-11
2013,1,3,8,30,50,48,17,3.9000000000000004,-8,82.27,990,-11
2013,1,3,9,30,117,103,53,4.1000000000000005,-7,74.7,990,-10
2013,1,3,10,30,248,137,309,4,-7,69.05,990,-10
2013,1,3,11,30,219,177,102,4,-7,65.85,990,-9
2013,1,3,12,30,199,174,61,4.1000000000000005,-6,65.48,990,-9
2013,1,3,13,30,179,155,63,4.2,-6,67.98,990,-9
2013,1,3,14,30,102,102,0,4,-7,73.06,990,-9
2013,1,3,15,30,56,56,0,3.4000000000000004,-7,80.2,990,-9
2013,1,3,16,30,13,12,69,2.9000000000000004,-8,88.87,990,-10
2013,1,3,17,30,0,0,0,2.8000000000000003,-9,98.63,990,-11
2013,1,3,18,30,0,0,0,2.7,-10,109.10000000000001,990,-11
2013,1,3,19,30,0,0,0,2.7,-12,120,990,-13
2013,1,3,20,30,0,0,0,2.8000000000000003,-13,131.03,990,-15
2013,1,3,21,30,0,0,0,2.9000000000000004,-14,141.82,990,-16
2013,1,3,22,30,0,0,0,3.1,-14,151.62,990,-16
2013,1,3,23,30,0,0,0,3.4000000000000004,-13,158.67000000000002,990,-16
2013,1,4,0,30,0,0,0,3.8000000000000003,-13,159.63,990,-15
2013,1,4,1,30,0,0,0,4.3,-12,153.81,990,-14
2013,1,4,2,30,0,0,0,4.5,-12,144.47,990,-14
2013,1,4,3,30,0,0,0,4.4,-12,133.84,990,-14
2013,1,4,4,30,0,0,0,4.4,-12,122.82000000000001,990,-14
2013,1,4,5,30,0,0,0,4.4,-12,111.85000000000001,990,-14
2013,1,4,6,30,0,0,0,4.5,-12,101.24000000000001,990,-14
2013,1,4,7,30,0,0,0,4.800000000000001,-11,91.26,990,-14
2013,1,4,8,30,112,38,549,5.1000000000000005,-10,82.25,990,-13
2013,1,4,9,30,259,59,754,5.2,-8,74.65,990,-11
2013,1,4,10,30,374,70,848,5.5,-5,68.98,990,-9
2013,1,4,11,30,439,74,890,5.9,-3,65.76,990,-6
2013,1,4,12,30,447,76,890,5.7,-2,65.36,990,-5
2013,1,4,13,30,396,71,862,5.1000000000000005,-1,67.85,990,-4
2013,1,4,14,30,293,61,791,4.1000000000000005,-1,72.92,990,-3
2013,1,4,15,30,152,44,627,2.8000000000000003,-3,80.05,990,-3
2013,1,4,16,30,16,11,199,2.1,-5,88.72,990,-5
2013,1,4,17,30,0,0,0,2.1,-6,98.48,990,-8
2013,1,4,18,30,0,0,0,2,-7,108.95,990,-9
2013,1,4,19,30,0,0,0,1.9000000000000001,-8,119.85000000000001,990,-10
2013,1,4,20,30,0,0,0,1.8,-9,130.88,990,-10
2013,1,4,21,30,0,0,0,1.8,-10,141.67000000000002,990,-11
2013,1,4,22,30,0,0,0,1.8,-10,151.47,990,-11
2013,1,4,23,30,0,0,0,1.8,-11,158.53,990,-12
2013,1,5,0,30,0,0,0,1.8,-11,159.54,990,-12
2013,1,5,1,30,0,0,0,1.8,-10,153.78,990,-12
2013,1,5,2,30,0,0,0,1.6,-10,144.47,990,-11
2013,1,5,3,30,0,0,0,1.3,-10,133.85,990,-11
2013,1,5,4,30,0,0,0,1.2000000000000002,-10,122.84,990,-11
2013,1,5,5,30,0,0,0,1.4000000000000001,-10,111.87,990,-11
2013,1,5,6,30,0,0,0,2.1,-9,101.24000000000001,990,-12
2013,1,5,7,30,0,0,0,3.1,-8,91.24,990,-11
2013,1,5,8,30,108,43,480,3.9000000000000004,-7,82.22,990,-9
2013,1,5,9,30,252,69,691,4.4,-4,74.61,990,-7
2013,1,5,10,30,196,156,110,4.800000000000001,-2,68.91,980,-5
2013,1,5,11,30,347,122,545,5.1000000000000005,0,65.66,980,-2
2013,1,5,12,30,221,181,95,5.1000000000000005,0,65.24,980,-1
2013,1,5,13,30,312,112,529,5.1000000000000005,0,67.71000000000001,980,0
2013,1,5,14,30,168,120,162,5.1000000000000005,1,72.77,980,0
2013,1,5,15,30,5,5,0,4.6000000000000005,0,79.9,980,0
2013,1,5,16,30,0,0,0,4.5,0,88.57000000000001,980,0
2013,1,5,17,30,0,0,0,4.800000000000001,0,98.32000000000001,980,0
2013,1,5,18,30,0,0,0,4.7,0,108.8,980,0
2013,1,5,19,30,0,0,0,4.4,0,119.7,980,0
2013,1,5,20,30,0,0,0,3.9000000000000004,-1,130.73,980,-1
2013,1,5,21,30,0,0,0,3.6,-3,141.51,980,-3
2013,1,5,22,30,0,0,0,3.9000000000000004,-4,151.32,980,-4
2013,1,5,23,30,0,0,0,4.3,-5,158.38,980,-6
2013,1,6,0,30,0,0,0,4.3,-6,159.44,980,-7
2013,1,6,1,30,0,0,0,4.1000000000000005,-6,153.74,980,-8
2013,1,6,2,30,0,0,0,4.1000000000000005,-7,144.47,980,-9
2013,1,6,3,30,0,0,0,4.4,-8,133.86,980,-9
2013,1,6,4,30,0,0,0,4.6000000000000005,-8,122.85000000000001,980,-10
2013,1,6,5,30,0,0,0,4.5,-9,111.87,980,-10
2013,1,6,6,30,0,0,0,4.3,-9,101.23,980,-11
2013,1,6,7,30,0,0,0,4.3,-10,91.23,990,-12
2013,1,6,8,30,37,37,0,4.7,-10,82.19,990,-12
2013,1,6,9,30,265,62,761,4.800000000000001,-9,74.55,990,-12
2013,1,6,10,30,384,74,858,4.7,-7,68.83,990,-10
2013,1,6,11,30,452,79,902,4.6000000000000005,-5,65.55,990,-9
2013,1,6,12,30,460,84,893,4.3,-4,65.11,990,-8
2013,1,6,13,30,411,77,874,3.8000000000000003,-4,67.57000000000001,990,-8
2013,1,6,14,30,307,65,811,2.8000000000000003,-4,72.62,990,-8
2013,1,6,15,30,164,46,660,1.8,-6,79.74,990,-8
2013,1,6,16,30,20,13,246,1.6,-9,88.41,990,-11
2013,1,6,17,30,0,0,0,1.7000000000000002,-10,98.17,990,-14
2013,1,6,18,30,0,0,0,1.6,-11,108.64,990,-14
2013,1,6,19,30,0,0,0,1.6,-11,119.54,990,-14
2013,1,6,20,30,0,0,0,1.8,-12,130.58,990,-14
2013,1,6,21,30,0,0,0,2,-13,141.36,990,-16
2013,1,6,22,30,0,0,0,2.2,-14,151.16,990,-16
2013,1,6,23,30,0,0,0,2.4000000000000004,-14,158.23,990,-17
2013,1,7,0,30,0,0,0,2.6,-13,159.34,990,-16
2013,1,7,1,30,0,0,0,3,-12,153.70000000000002,990,-16
2013,1,7,2,30,0,0,0,3.4000000000000004,-11,144.45000000000002,990,-15
2013,1,7,3,30,0,0,0,3.9000000000000004,-10,133.86,990,-14
2013,1,7,4,30,0,0,0,4.4,-9,122.85000000000001,990,-13
2013,1,7,5,30,0,0,0,4.7,-9,111.87,990,-12
2013,1,7,6,30,0,0,0,5,-8,101.22,990,-11
2013,1,7,7,30,0,0,0,5.4,-7,91.2,990,-11
2013,1,7,8,30,117,41,560,5.7,-6,82.15,990,-10
2013,1,7,9,30,268,63,764,6,-4,74.49,990,-8
2013,1,7,10,30,246,142,285,6.1000000000000005,-2,68.74,990,-5
2013,1,7,11,30,312,156,376,6.2,0,65.44,980,-3
2013,1,7,12,30,339,144,461,5.800000000000001,0,64.98,980,-1
2013,1,7,13,30,310,120,492,5.2,1,67.42,980,-1
2013,1,7,14,30,94,94,0,4.6000000000000005,1,72.46000000000001,980,-1
2013,1,7,15,30,82,68,78,4,0,79.58,980,-1
2013,1,7,16,30,10,10,0,3.6,0,88.24,980,-1
2013,1,7,17,30,0,0,0,3.4000000000000004,0,98.01,980,-2
2013,1,7,18,30,0,0,0,3.3000000000000003,0,108.49000000000001,980,-2
2013,1,7,19,30,0,0,0,3.2,-1,119.39,980,-2
2013,1,7,20,30,0,0,0,3,-1,130.42000000000002,980,-2
2013,1,7,21,30,0,0,0,2.7,-1,141.19,980,-2
2013,1,7,22,30,0,0,0,2.4000000000000004,-1,150.99,980,-2
2013,1,7,23,30,0,0,0,2.1,-3,158.07,980,-3
2013,1,8,0,30,0,0,0,1.9000000000000001,-4,159.23,980,-4
2013,1,8,1,30,0,0,0,1.7000000000000002,-5,153.64000000000001,980,-5
2013,1,8,2,30,0,0,0,1.6,-6,144.43,980,-6
2013,1,8,3,30,0,0,0,1.5,-6,133.85,980,-6
2013,1,8,4,30,0,0,0,1.3,-5,122.85000000000001,980,-6
2013,1,8,5,30,0,0,0,1.3,-5,111.86,980,-6
2013,1,8,6,30,0,0,0,1.5,-5,101.21000000000001,980,-6
2013,1,8,7,30,0,0,0,2.5,-4,91.17,980,-6
2013,1,8,8,30,51,48,21,3.5,-3,82.10000000000001,980,-4
2013,1,8,9,30,145,107,138,4,-1,74.42,980,-3
2013,1,8,10,30,257,138,327,4.2,0,68.64,980,-1
2013,1,8,11,30,317,154,390,4.2,0,65.32000000000001,980,0
2013,1,8,12,30,276,183,219,4.3,1,64.83,980,0
2013,1,8,13,30,273,151,315,4.3,1,67.26,980,0
2013,1,8,14,30,295,80,706,4.6000000000000005,1,72.29,980,0
2013,1,8,15,30,156,57,538,4.9,1,79.41,980,0
2013,1,8,16,30,21,15,155,5,0,88.08,980,0
2013,1,8,17,30,0,0,0,5.1000000000000005,0,97.84,980,0
2013,1,8,18,30,0,0,0,5.5,0,108.32000000000001,980,0
2013,1,8,19,30,0,0,0,5.7,0,119.23,980,-1
2013,1,8,20,30,0,0,0,5.9,0,130.26,980,0
2013,1,8,21,30,0,0,0,5.9,0,141.03,980,0
2013,1,8,22,30,0,0,0,5.300000000000001,0,150.82,980,0
2013,1,8,23,30,0,0,0,4.9,0,157.91,980,0
2013,1,9,0,30,0,0,0,4.6000000000000005,0,159.11,980,-1
2013,1,9,1,30,0,0,0,4.4,-1,153.58,980,-1
2013,1,9,2,30,0,0,0,4.4,-2,144.41,980,-2
2013,1,9,3,30,0,0,0,4.4,-2,133.84,990,-3
2013,1,9,4,30,0,0,0,4.3,-2,122.84,990,-3
2013,1,9,5,30,0,0,0,4.2,-3,111.85000000000001,990,-3
2013,1,9,6,30,0,0,0,3.9000000000000004,-3,101.19,990,-4
2013,1,9,7,30,0,0,0,3.6,-3,91.14,990,-5
2013,1,9,8,30,120,37,599,3.8000000000000003,-1,82.05,990,-4
2013,1,9,9,30,270,56,795,4.5,0,74.34,990,-2
2013,1,9,10,30,387,67,875,5.300000000000001,1,68.54,990,-1
2013,1,9,11,30,455,73,908,5.9,2,65.19,990,0
2013,1,9,12,30,465,75,911,6.2,2,64.68,990,0
2013,1,9,13,30,335,100,605,5.9,2,67.1,990,-1
2013,1,9,14,30,248,82,539,4.800000000000001,1,72.12,990,-1
2013,1,9,15,30,171,43,686,3.1,0,79.24,990,-1
2013,1,9,16,30,26,26,0,2.1,-2,87.91,1000,-3
2013,1,9,17,30,0,0,0,1.8,-3,97.67,1000,-4
2013,1,9,18,30,0,0,0,1.5,-3,108.16,1000,-5
2013,1,9,19,30,0,0,0,1.1,-2,119.06,1000,-5
2013,1,9,20,30,0,0,0,0.9,-2,130.09,1000,-5
2013,1,9,21,30,0,0,0,1.1,-3,140.86,1000,-5
2013,1,9,22,30,0,0,0,1.5,-4,150.65,1000,-6
2013,1,9,23,30,0,0,0,2,-5,157.74,1000,-6
2013,1,10,0,30,0,0,0,2.1,-5,158.98,1000,-6
2013,1,10,1,30,0,0,0,2,-5,153.51,1000,-6
2013,1,10,2,30,0,0,0,1.7000000000000002,-5,144.37,1000,-6
2013,1,10,3,30,0,0,0,1.6,-5,133.82,1000,-6
2013,1,10,4,30,0,0,0,1.7000000000000002,-4,122.82000000000001,1000,-6
2013,1,10,5,30,0,0,0,2,-4,111.83,1000,-6
2013,1,10,6,30,0,0,0,2.5,-3,101.16,990,-5
2013,1,10,7,30,0,0,0,3.3000000000000003,-2,91.10000000000001,990,-5
2013,1,10,8,30,69,50,138,4.1000000000000005,-1,81.98,990,-4
2013,1,10,9,30,159,106,193,4.2,0,74.26,990,-3
2013,1,10,10,30,286,120,452,4.1000000000000005,0,68.43,990,-2
2013,1,10,11,30,314,161,364,4.2,1,65.05,990,-1
2013,1,10,12,30,307,173,311,4.5,2,64.53,990,-1
2013,1,10,13,30,235,168,170,4.5,2,66.92,990,-1
2013,1,10,14,30,67,67,0,4.4,2,71.94,990,-1
2013,1,10,15,30,60,60,0,5,1,79.06,980,0
2013,1,10,16,30,9,9,0,5.9,1,87.73,980,0
2013,1,10,17,30,0,0,0,6.2,1,97.5,980,0
2013,1,10,18,30,0,0,0,5.6000000000000005,1,107.99000000000001,980,0
2013,1,10,19,30,0,0,0,4.5,1,118.9,980,0
2013,1,10,20,30,0,0,0,4.3,0,129.93,980,0
2013,1,10,21,30,0,0,0,4.5,0,140.69,980,0
2013,1,10,22,30,0,0,0,4.6000000000000005,0,150.47,980,0
2013,1,10,23,30,0,0,0,4.5,0,157.56,970,0
2013,1,11,0,30,0,0,0,3.7,1,158.85,970,0
2013,1,11,1,30,0,0,0,2.4000000000000004,0,153.44,970,0
2013,1,11,2,30,0,0,0,1.3,0,144.33,970,0
2013,1,11,3,30,0,0,0,0.8,0,133.8,970,0
2013,1,11,4,30,0,0,0,0.9,0,122.8,970,0
2013,1,11,5,30,0,0,0,1.2000000000000002,0,111.8,970,0
2013,1,11,6,30,0,0,0,1.4000000000000001,1,101.12,970,0
2013,1,11,7,30,0,0,0,1.8,1,91.05,970,0
2013,1,11,8,30,101,46,390,2.8000000000000003,2,81.92,970,1
2013,1,11,9,30,115,105,35,3.7,3,74.16,970,2
2013,1,11,10,30,105,105,0,4.2,4,68.31,970,2
2013,1,11,11,30,119,119,0,4.3,4,64.91,970,3
2013,1,11,12,30,61,61,0,4.1000000000000005,4,64.36,970,4
2013,1,11,13,30,98,98,0,4.2,5,66.75,970,4
2013,1,11,14,30,98,98,0,4.6000000000000005,5,71.76,970,4
2013,1,11,15,30,87,73,73,4.9,5,78.88,970,4
2013,1,11,16,30,14,14,0,5.4,5,87.55,970,4
2013,1,11,17,30,0,0,0,5.800000000000001,5,97.33,970,4
2013,1,11,18,30,0,0,0,5.800000000000001,5,107.82000000000001,970,4
2013,1,11,19,30,0,0,0,5.9,5,118.73,970,4
2013,1,11,20,30,0,0,0,6.300000000000001,5,129.76,970,4
2013,1,11,21,30,0,0,0,6.6000000000000005,5,140.52,970,4
2013,1,11,22,30,0,0,0,6.800000000000001,6,150.29,970,4
2013,1,11,23,30,0,0,0,6.800000000000001,6,157.38,970,6
2013,1,12,0,30,0,0,0,7.1000000000000005,6,158.70000000000002,970,6
2013,1,12,1,30,0,0,0,7.1000000000000005,6,153.35,970,6
2013,1,12,2,30,0,0,0,6.4,5,144.29,970,4
2013,1,12,3,30,0,0,0,6.1000000000000005,3,133.77,970,2
2013,1,12,4,30,0,0,0,6.300000000000001,1,122.77,970,1
2013,1,12,5,30,0,0,0,6.2,0,111.77,970,-1
2013,1,12,6,30,0,0,0,6.300000000000001,-1,101.08,980,-4
2013,1,12,7,30,0,0,0,6.5,-2,90.99,980,-6
2013,1,12,8,30,89,45,307,6.800000000000001,-2,81.84,980,-7
2013,1,12,9,30,205,83,444,6.9,-2,74.07000000000001,980,-8
2013,1,12,10,30,386,88,802,6.800000000000001,-1,68.19,980,-9
2013,1,12,11,30,375,108,626,6.7,-1,64.76,980,-9
2013,1,12,12,30,244,192,120,6.5,-1,64.19,980,-9
2013,1,12,13,30,268,163,262,6.2,-1,66.57000000000001,980,-9
2013,1,12,14,30,128,120,23,5.6000000000000005,-1,71.57000000000001,980,-10
2013,1,12,15,30,129,64,330,4.5,-2,78.69,980,-10
2013,1,12,16,30,22,22,0,3.5,-2,87.37,980,-10
2013,1,12,17,30,0,0,0,3.4000000000000004,-3,97.15,980,-9
2013,1,12,18,30,0,0,0,3.9000000000000004,-4,107.64,980,-10
2013,1,12,19,30,0,0,0,4.7,-4,118.55,980,-10
2013,1,12,20,30,0,0,0,5.6000000000000005,-4,129.58,980,-11
2013,1,12,21,30,0,0,0,5.800000000000001,-4,140.34,980,-11
2013,1,12,22,30,0,0,0,5.4,-5,150.11,980,-12
2013,1,12,23,30,0,0,0,5,-5,157.19,980,-12
2013,1,13,0,30,0,0,0,4.9,-6,158.55,980,-13
2013,1,13,1,30,0,0,0,4.800000000000001,-6,153.26,980,-14
2013,1,13,2,30,0,0,0,4.6000000000000005,-7,144.23,980,-14
2013,1,13,3,30,0,0,0,4.6000000000000005,-7,133.73,980,-15
2013,1,13,4,30,0,0,0,4.800000000000001,-8,122.74000000000001,980,-15
2013,1,13,5,30,0,0,0,4.6000000000000005,-9,111.73,980,-16
2013,1,13,6,30,0,0,0,4.1000000000000005,-10,101.03,980,-16
2013,1,13,7,30,0,0,0,4.1000000000000005,-10,90.93,980,-16
2013,1,13,8,30,123,41,569,3.8000000000000003,-9,81.76,990,-16
2013,1,13,9,30,117,107,34,4,-9,73.96000000000001,990,-16
2013,1,13,10,30,397,80,849,4.9,-8,68.06,980,-16
2013,1,13,11,30,470,86,893,5.6000000000000005,-7,64.6,980,-16
2013,1,13,12,30,481,92,890,6.1000000000000005,-7,64.02,980,-16
2013,1,13,13,30,435,85,875,6.5,-7,66.38,980,-15
2013,1,13,14,30,333,73,814,6.6000000000000005,-7,71.38,980,-15
2013,1,13,15,30,123,69,266,6.5,-8,78.5,990,-16
2013,1,13,16,30,34,21,269,6.1000000000000005,-9,87.18,990,-16
2013,1,13,17,30,0,0,0,5.7,-9,96.97,990,-16
2013,1,13,18,30,0,0,0,5.4,-10,107.47,990,-16
2013,1,13,19,30,0,0,0,5,-10,118.38,990,-16
2013,1,13,20,30,0,0,0,4.800000000000001,-11,129.41,990,-16
2013,1,13,21,30,0,0,0,4.6000000000000005,-11,140.16,990,-16
2013,1,13,22,30,0,0,0,4.3,-11,149.92000000000002,990,-17
2013,1,13,23,30,0,0,0,3.8000000000000003,-12,157,990,-17
2013,1,14,0,30,0,0,0,2.9000000000000004,-12,158.39000000000001,990,-16
2013,1,14,1,30,0,0,0,2.1,-13,153.16,990,-16
2013,1,14,2,30,0,0,0,1.8,-13,144.17000000000002,990,-16
2013,1,14,3,30,0,0,0,1.8,-13,133.68,990,-16
2013,1,14,4,30,0,0,0,1.7000000000000002,-14,122.7,990,-16
2013,1,14,5,30,0,0,0,1.6,-14,111.69,1000,-16
2013,1,14,6,30,0,0,0,1.6,-14,100.98,1000,-16
2013,1,14,7,30,0,0,0,1.9000000000000001,-13,90.86,1000,-16
2013,1,14,8,30,129,39,618,2.3000000000000003,-11,81.67,1000,-16
2013,1,14,9,30,284,59,811,2.6,-9,73.85000000000001,1000,-16
2013,1,14,10,30,406,71,892,3.2,-6,67.92,1000,-15
2013,1,14,11,30,477,77,927,3.8000000000000003,-4,64.44,990,-14
2013,1,14,12,30,489,78,932,4.1000000000000005,-3,63.83,990,-14
2013,1,14,13,30,440,74,906,4,-2,66.18,990,-13
2013,1,14,14,30,337,66,839,3.6,-2,71.18,1000,-13
2013,1,14,15,30,191,50,700,2.5,-4,78.31,1000,-12
2013,1,14,16,30,38,19,351,1.4000000000000001,-5,87,1000,-11
2013,1,14,17,30,0,0,0,1.1,-6,96.78,1000,-10
2013,1,14,18,30,0,0,0,1.1,-7,107.29,990,-11
2013,1,14,19,30,0,0,0,1.2000000000000002,-8,118.2,990,-11
2013,1,14,20,30,0,0,0,1.3,-8,129.23,990,-12
2013,1,14,21,30,0,0,0,1.4000000000000001,-9,139.98,990,-12
2013,1,14,22,30,0,0,0,1.4000000000000001,-9,149.72,990,-12
2013,1,14,23,30,0,0,0,1.4000000000000001,-9,156.8,990,-12
2013,1,15,0,30,0,0,0,1.5,-9,158.22,990,-12
2013,1,15,1,30,0,0,0,1.5,-9,153.05,990,-12
2013,1,15,2,30,0,0,0,1.4000000000000001,-9,144.1,990,-12
2013,1,15,3,30,0,0,0,1.3,-9,133.63,990,-12
2013,1,15,4,30,0,0,0,1.2000000000000002,-9,122.65,990,-12
2013,1,15,5,30,0,0,0,1.2000000000000002,-10,111.64,990,-12
2013,1,15,6,30,0,0,0,1.4000000000000001,-10,100.92,990,-13
2013,1,15,7,30,0,0,0,2.2,-9,90.78,990,-13
2013,1,15,8,30,117,45,492,3,-7,81.58,990,-12
2013,1,15,9,30,266,65,717,3.5,-4,73.73,990,-12
2013,1,15,10,30,383,75,814,4,-2,67.77,990,-11
2013,1,15,11,30,453,79,860,4.1000000000000005,-1,64.27,990,-11
2013,1,15,12,30,464,82,861,4.1000000000000005,-1,63.64,990,-11
2013,1,15,13,30,419,77,841,4.1000000000000005,-1,65.98,990,-11
2013,1,15,14,30,322,67,781,4,-1,70.98,990,-10
2013,1,15,15,30,184,50,651,3.3000000000000003,-2,78.11,990,-10
2013,1,15,16,30,37,21,299,2.5,-4,86.8,990,-10
2013,1,15,17,30,0,0,0,2.4000000000000004,-5,96.60000000000001,990,-9
2013,1,15,18,30,0,0,0,2.6,-5,107.11,990,-10
2013,1,15,19,30,0,0,0,2.7,-6,118.02,990,-10
2013,1,15,20,30,0,0,0,2.8000000000000003,-6,129.05,990,-11
2013,1,15,21,30,0,0,0,3,-7,139.79,990,-11
2013,1,15,22,30,0,0,0,3.4000000000000004,-7,149.53,990,-11
2013,1,15,23,30,0,0,0,3.8000000000000003,-8,156.6,980,-11
2013,1,16,0,30,0,0,0,4.1000000000000005,-8,158.05,980,-11
2013,1,16,1,30,0,0,0,4.3,-8,152.94,980,-12
2013,1,16,2,30,0,0,0,4.6000000000000005,-9,144.02,980,-12
