Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,829544,-,-,-,42.41,-90.86,-6,313,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2013,1,1,0,30,0,0,0,2.3000000000000003,-17,159.99,980,-18
2013,1,1,1,30,0,0,0,2.1,-19,154.02,980,-21
2013,1,1,2,30,0,0,0,2.1,-21,144.58,980,-23
2013,1,1,3,30,0,0,0,2.1,-22,133.9,980,-24
2013,1,1,4,30,0,0,0,2.1,-22,122.86,980,-25
2013,1,1,5,30,0,0,0,2.1,-23,111.88,980,-25
2013,1,1,6,30,0,0,0,2.1,-23,101.26,980,-26
2013,1,1,7,30,0,0,0,2.6,-22,91.29,980,-26
2013,1,1,8,30,119,36,620,3.1,-20,82.3,980,-24
2013,1,1,9,30,271,55,820,2.7,-17,74.74,980,-21
2013,1,1,10,30,389,65,906,2,-15,69.09,980,-19
2013,1,1,11,30,455,69,943,1.7000000000000002,-13,65.91,980,-17
2013,1,1,12,30,461,69,948,1.6,-12,65.55,980,-16
2013,1,1,13,30,408,64,920,1.8,-11,68.07000000000001,980,-15
2013,1,1,14,30,301,55,850,1.7000000000000002,-11,73.16,980,-15
2013,1,1,15,30,156,40,691,1.4000000000000001,-13,80.31,980,-15
2013,1,1,16,30,15,10,243,1.5,-16,88.99,980,-18
2013,1,1,17,30,0,0,0,1.7000000000000002,-17,98.76,980,-20
