Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,610910,-,-,-,32.33,-100.18,-6,725,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2013,1,1,0,30,0,0,0,3.6,1,170.13,930,-1
2013,1,1,1,30,0,0,0,3.8000000000000003,0,166.23,930,-1
2013,1,1,2,30,0,0,0,3.7,0,154.88,930,-2
2013,1,1,3,30,0,0,0,3.6,-1,142.38,930,-3
2013,1,1,4,30,0,0,0,3.4000000000000004,-2,129.72,930,-4
2013,1,1,5,30,0,0,0,3.4000000000000004,-2,117.17,930,-5
2013,1,1,6,30,0,0,0,3.3000000000000003,-2,104.92,930,-5
2013,1,1,7,30,0,0,0,3.7,-2,93.14,930,-5
2013,1,1,8,30,72,49,168,4.1000000000000005,-1,82.10000000000001,930,-5
2013,1,1,9,30,298,67,754,4,0,72.18,930,-5
2013,1,1,10,30,463,77,879,3.9000000000000004,1,63.93,930,-6
2013,1,1,11,30,413,222,361,3.8000000000000003,3,58.06,930,-6
2013,1,1,12,30,629,80,966,3.8000000000000003,4,55.370000000000005,930,-6
2013,1,1,13,30,613,78,964,3.8000000000000003,5,56.32,930,-6
2013,1,1,14,30,436,137,611,3.9000000000000004,5,60.730000000000004,930,-6
2013,1,1,15,30,342,74,713,3.9000000000000004,4,67.92,930,-6
2013,1,1,16,30,172,58,512,3,3,77.11,930,-6
2013,1,1,17,30,23,23,0,2.1,1,87.66,930,-6
2013,1,1,18,30,0,0,0,2.1,0,99.12,930,-6
2013,1,1,19,30,0,0,0,2,0,111.17,930,-6
2013,1,1,20,30,0,0,0,1.9000000000000001,0,123.60000000000001,930,-6
2013,1,1,21,30,0,0,0,1.6,-1,136.23,930,-6
2013,1,1,22,30,0,0,0,1.4000000000000001,-2,148.85,930,-7
2013,1,1,23,30,0,0,0,1.2000000000000002,-2,160.98,930,-7
2013,1,2,0,30,0,0,0,1,-3,170.01,930,-7
2013,1,2,1,30,0,0,0,0.9,-3,166.25,930,-7
2013,1,2,2,30,0,0,0,0.9,-3,154.93,930,-7
2013,1,2,3,30,0,0,0,0.9,-3,142.45000000000002,930,-7
2013,1,2,4,30,0,0,0,0.9,-4,129.78,930,-7
2013,1,2,5,30,0,0,0,0.9,-4,117.23,930,-7
2013,1,2,6,30,0,0,0,0.9,-4,104.97,930,-7
2013,1,2,7,30,0,0,0,1.3,-3,93.18,940,-7
2013,1,2,8,30,49,48,11,1.8,-1,82.13,940,-7
2013,1,2,9,30,240,91,489,2,0,72.19,940,-7
2013,1,2,10,30,394,109,647,2.4000000000000004,2,63.9,940,-7
2013,1,2,11,30,491,136,669,2.6,4,58.01,930,-6
2013,1,2,12,30,551,130,738,2.9000000000000004,6,55.29,930,-6
2013,1,2,13,30,610,82,949,2.9000000000000004,7,56.21,930,-6
2013,1,2,14,30,528,77,919,2.5,8,60.6,930,-6
2013,1,2,15,30,389,67,850,1.9000000000000001,7,67.78,930,-7
2013,1,2,16,30,209,51,698,1.2000000000000002,5,76.97,930,-5
2013,1,2,17,30,29,18,272,1.1,3,87.52,930,-5
2013,1,2,18,30,0,0,0,1.3,1,98.98,930,-6
2013,1,2,19,30,0,0,0,1.3,0,111.03,930,-6
2013,1,2,20,30,0,0,0,1.3,0,123.46000000000001,930,-6
2013,1,2,21,30,0,0,0,1.2000000000000002,0,136.09,940,-6
2013,1,2,22,30,0,0,0,1,-1,148.71,940,-6
2013,1,2,23,30,0,0,0,0.8,-1,160.84,940,-6
2013,1,3,0,30,0,0,0,0.8,-1,169.89000000000001,940,-6
2013,1,3,1,30,0,0,0,1,-2,166.25,940,-6
2013,1,3,2,30,0,0,0,1.1,-3,154.98,940,-6
2013,1,3,3,30,0,0,0,1.2000000000000002,-4,142.5,940,-6
2013,1,3,4,30,0,0,0,1.2000000000000002,-4,129.84,940,-6
2013,1,3,5,30,0,0,0,1.3,-4,117.28,940,-6
2013,1,3,6,30,0,0,0,1.5,-4,105.01,940,-6
2013,1,3,7,30,0,0,0,2.3000000000000003,-3,93.21000000000001,940,-6
2013,1,3,8,30,39,39,0,2.8000000000000003,-1,82.15,940,-5
2013,1,3,9,30,181,125,184,3,1,72.18,940,-5
2013,1,3,10,30,298,190,244,3.4000000000000004,3,63.870000000000005,940,-5
2013,1,3,11,30,375,241,251,3.5,4,57.95,940,-5
2013,1,3,12,30,476,227,437,3.4000000000000004,5,55.2,940,-5
2013,1,3,13,30,320,261,107,3.2,6,56.09,940,-6
2013,1,3,14,30,346,218,259,3.2,6,60.46,940,-7
2013,1,3,15,30,224,164,156,3,5,67.64,940,-7
2013,1,3,16,30,69,69,0,1.8,3,76.83,940,-7
2013,1,3,17,30,10,10,0,1,1,87.38,940,-5
2013,1,3,18,30,0,0,0,1,1,98.84,940,-5
2013,1,3,19,30,0,0,0,1,1,110.89,940,-5
2013,1,3,20,30,0,0,0,0.9,1,123.32000000000001,940,-5
2013,1,3,21,30,0,0,0,0.9,0,135.95,940,-5
2013,1,3,22,30,0,0,0,0.8,0,148.57,940,-5
2013,1,3,23,30,0,0,0,0.6000000000000001,1,160.70000000000002,940,-5
2013,1,4,0,30,0,0,0,0.30000000000000004,0,169.76,940,-5
2013,1,4,1,30,0,0,0,0.30000000000000004,0,166.25,940,-5
2013,1,4,2,30,0,0,0,0.7000000000000001,0,155.03,940,-5
2013,1,4,3,30,0,0,0,0.8,0,142.56,940,-4
2013,1,4,4,30,0,0,0,0.8,-1,129.89000000000001,940,-4
2013,1,4,5,30,0,0,0,0.9,-1,117.33,940,-4
2013,1,4,6,30,0,0,0,0.9,-1,105.05,940,-4
2013,1,4,7,30,0,0,0,0.9,0,93.24,940,-4
2013,1,4,8,30,31,31,0,1.4000000000000001,0,82.16,940,-4
2013,1,4,9,30,100,100,0,2.4000000000000004,1,72.18,940,-3
2013,1,4,10,30,230,193,83,3,2,63.84,940,-3
2013,1,4,11,30,285,241,82,3,3,57.88,940,-3
2013,1,4,12,30,320,266,94,2.9000000000000004,4,55.1,940,-3
2013,1,4,13,30,380,263,208,2.8000000000000003,4,55.96,940,-2
2013,1,4,14,30,266,222,88,2.5,4,60.32,940,-2
2013,1,4,15,30,216,166,131,2.2,3,67.49,940,-2
2013,1,4,16,30,125,90,150,1.5,2,76.68,940,-2
2013,1,4,17,30,18,18,0,0.9,0,87.23,940,-2
2013,1,4,18,30,0,0,0,0.9,0,98.69,940,-2
2013,1,4,19,30,0,0,0,1.2000000000000002,0,110.75,940,-1
2013,1,4,20,30,0,0,0,1.7000000000000002,0,123.18,940,-1
2013,1,4,21,30,0,0,0,2,-1,135.81,940,-1
2013,1,4,22,30,0,0,0,2.2,-1,148.43,940,-1
2013,1,4,23,30,0,0,0,2.5,-2,160.55,940,-1
2013,1,5,0,30,0,0,0,2.9000000000000004,-2,169.62,940,-1
2013,1,5,1,30,0,0,0,3.3000000000000003,-1,166.24,940,-1
2013,1,5,2,30,0,0,0,3.5,-1,155.06,940,-1
2013,1,5,3,30,0,0,0,3.4000000000000004,-2,142.61,940,-1
2013,1,5,4,30,0,0,0,3.4000000000000004,-2,129.94,940,-2
2013,1,5,5,30,0,0,0,3.5,-2,117.38,930,-2
2013,1,5,6,30,0,0,0,3.5,-2,105.09,940,-2
2013,1,5,7,30,0,0,0,4,-1,93.26,940,-2
2013,1,5,8,30,114,36,573,4.6000000000000005,0,82.16,940,-2
2013,1,5,9,30,308,55,825,4.6000000000000005,1,72.16,940,-1
2013,1,5,10,30,476,64,931,4.6000000000000005,4,63.800000000000004,930,-1
2013,1,5,11,30,592,69,982,4.5,7,57.81,930,-2
2013,1,5,12,30,644,70,1002,4.3,9,54.99,930,-4
2013,1,5,13,30,629,68,998,4,10,55.83,930,-6
2013,1,5,14,30,547,64,970,3.5,11,60.17,930,-6
2013,1,5,15,30,407,56,909,2.4000000000000004,11,67.34,930,-6
2013,1,5,16,30,224,44,774,1.3,8,76.52,930,-2
2013,1,5,17,30,37,18,386,1.2000000000000002,6,87.08,930,-3
2013,1,5,18,30,0,0,0,1.2000000000000002,5,98.54,930,-5
2013,1,5,19,30,0,0,0,1.3,3,110.60000000000001,930,-6
2013,1,5,20,30,0,0,0,1.5,1,123.04,930,-6
2013,1,5,21,30,0,0,0,1.7000000000000002,0,135.67000000000002,940,-6
2013,1,5,22,30,0,0,0,1.9000000000000001,0,148.29,940,-6
2013,1,5,23,30,0,0,0,2.2,0,160.4,940,-7
2013,1,6,0,30,0,0,0,2.3000000000000003,-1,169.47,940,-7
2013,1,6,1,30,0,0,0,2.2,-2,166.22,940,-8
2013,1,6,2,30,0,0,0,2.2,-2,155.09,940,-8
2013,1,6,3,30,0,0,0,2.2,-3,142.65,940,-8
2013,1,6,4,30,0,0,0,2.2,-4,129.99,940,-7
2013,1,6,5,30,0,0,0,2.1,-4,117.41,940,-7
2013,1,6,6,30,0,0,0,2,-4,105.12,940,-6
2013,1,6,7,30,0,0,0,2.4000000000000004,-3,93.28,940,-6
2013,1,6,8,30,117,33,622,2.8000000000000003,-1,82.16,940,-5
2013,1,6,9,30,311,50,852,2.5,2,72.14,940,-4
2013,1,6,10,30,477,58,948,2.4000000000000004,5,63.75,940,-4
2013,1,6,11,30,593,63,993,2.5,8,57.730000000000004,940,-4
2013,1,6,12,30,645,68,1004,2.2,9,54.88,940,-4
2013,1,6,13,30,630,66,1000,2,10,55.69,940,-4
2013,1,6,14,30,549,63,973,1.9000000000000001,11,60.02,940,-5
2013,1,6,15,30,410,56,911,1.6,10,67.18,940,-5
2013,1,6,16,30,228,44,779,1.2000000000000002,7,76.37,940,-3
2013,1,6,17,30,40,18,403,1.2000000000000002,4,86.92,940,-2
2013,1,6,18,30,0,0,0,1.4000000000000001,2,98.39,940,-4
2013,1,6,19,30,0,0,0,1.4000000000000001,1,110.46000000000001,940,-4
2013,1,6,20,30,0,0,0,1.5,0,122.9,940,-5
2013,1,6,21,30,0,0,0,1.5,0,135.53,940,-5
2013,1,6,22,30,0,0,0,1.5,0,148.15,940,-5
2013,1,6,23,30,0,0,0,1.6,0,160.25,940,-6
2013,1,7,0,30,0,0,0,1.6,-1,169.32,940,-6
2013,1,7,1,30,0,0,0,1.7000000000000002,-1,166.19,930,-5
2013,1,7,2,30,0,0,0,1.6,-1,155.12,930,-5
2013,1,7,3,30,0,0,0,1.5,-1,142.69,930,-5
2013,1,7,4,30,0,0,0,1.4000000000000001,-2,130.03,930,-5
2013,1,7,5,30,0,0,0,1.4000000000000001,-3,117.45,930,-5
2013,1,7,6,30,0,0,0,1.5,-2,105.14,930,-5
2013,1,7,7,30,0,0,0,1.8,-1,93.29,930,-5
2013,1,7,8,30,91,41,369,2.6,0,82.16,930,-4
2013,1,7,9,30,247,86,522,2.8000000000000003,1,72.11,930,-4
2013,1,7,10,30,353,163,428,3.2,4,63.690000000000005,930,-4
2013,1,7,11,30,269,236,61,4,7,57.64,930,-4
2013,1,7,12,30,279,250,49,4,8,54.76,930,-5
2013,1,7,13,30,425,255,302,3.6,8,55.54,930,-4
2013,1,7,14,30,330,230,199,3.4000000000000004,8,59.86,930,-4
2013,1,7,15,30,273,158,294,3,7,67.01,930,-4
2013,1,7,16,30,145,90,232,2.1,5,76.2,930,-3
2013,1,7,17,30,25,20,80,1.6,2,86.77,930,-2
2013,1,7,18,30,0,0,0,1.8,1,98.24000000000001,930,-3
2013,1,7,19,30,0,0,0,2,1,110.31,930,-3
2013,1,7,20,30,0,0,0,2.1,1,122.75,930,-2
2013,1,7,21,30,0,0,0,2.2,1,135.39000000000001,930,-2
2013,1,7,22,30,0,0,0,2.1,0,148,930,-2
2013,1,7,23,30,0,0,0,1.9000000000000001,0,160.09,930,-2
2013,1,8,0,30,0,0,0,1.9000000000000001,0,169.16,930,-1
2013,1,8,1,30,0,0,0,1.9000000000000001,0,166.15,930,-1
